algorithm,getdata,sql,prep,splitsort1,algo1,combine,amm,qsl,splitsort2,algo2,json,total
fagins,0.0007441043853759766,71.77837181091309,7.98673415184021,0.08965826034545898,0.02448105812072754,5.9604644775390625e-06,0.00013303756713867188,1.4066696166992188e-05,0.0008540153503417969,0.001622915267944336,0.0001900196075439453,79.88280940055847
fagins,0.0006587505340576172,60.297502279281616,7.829261064529419,0.09543085098266602,0.024979114532470703,6.198883056640625e-06,0.0001347064971923828,1.621246337890625e-05,0.0008578300476074219,0.0016558170318603516,0.00019097328186035156,68.25069379806519
fagins,0.0010101795196533203,68.24042391777039,8.319387912750244,0.10553097724914551,0.02617502212524414,6.9141387939453125e-06,0.00016021728515625,1.4781951904296875e-05,0.0013251304626464844,0.0016472339630126953,0.00019598007202148438,76.69587826728821
fagins,0.0005898475646972656,66.3400011062622,8.14791488647461,0.09885525703430176,0.02522897720336914,5.0067901611328125e-06,0.00013303756713867188,0.0002601146697998047,0.0012307167053222656,0.0016357898712158203,0.00019621849060058594,74.61605095863342
naive,0.0009238719940185547,65.14876794815063,8.413442134857178,0.11498498916625977,4.689334154129028,8.344650268554688e-06,0.00024771690368652344,0.0005109310150146484,0.002286195755004883,0.0009720325469970703,0.00023794174194335938,78.37171626091003
naive,0.0006051063537597656,73.98661708831787,7.942830801010132,0.09711217880249023,4.628437042236328,1.2159347534179688e-05,0.00022983551025390625,2.09808349609375e-05,0.0022382736206054688,0.0009379386901855469,0.0002110004425048828,86.65925240516663
naive,0.0007259845733642578,74.40998196601868,8.035590887069702,0.11095285415649414,4.807974815368652,1.3113021850585938e-05,0.0001971721649169922,0.0008597373962402344,0.002145051956176758,0.0009489059448242188,0.000244140625,87.3696346282959
naive,0.0005359649658203125,67.12520003318787,7.862726211547852,0.09415888786315918,4.4818408489227295,1.5974044799804688e-05,0.00017905235290527344,2.002716064453125e-05,0.0018379688262939453,0.0007572174072265625,0.0002028942108154297,79.56747508049011
naive,0.0007107257843017578,88.04658627510071,7.899158954620361,0.10015177726745605,4.518544912338257,1.3113021850585938e-05,0.00022673606872558594,2.0265579223632812e-05,0.00292205810546875,0.0008318424224853516,0.00020623207092285156,100.56937289237976
naive,0.0008890628814697266,73.1705539226532,7.983591318130493,0.1133418083190918,4.471163749694824,1.0013580322265625e-05,0.0001900196075439453,0.00133514404296875,0.0015680789947509766,0.0007441043853759766,0.0001938343048095703,85.74358105659485
naive,0.0013380050659179688,66.50018501281738,8.079495191574097,0.0973958969116211,4.4821999073028564,1.0967254638671875e-05,0.00017309188842773438,1.8835067749023438e-05,0.0015821456909179688,0.0007407665252685547,0.0001971721649169922,79.1633369922638
naive,0.0009930133819580078,68.35775113105774,7.822890758514404,0.09102416038513184,4.533483028411865,1.4066696166992188e-05,0.0001881122589111328,1.6927719116210938e-05,0.0011959075927734375,0.0007498264312744141,0.00017976760864257812,80.80848670005798
naive,0.001104116439819336,60.08060598373413,8.342331886291504,0.11843514442443848,4.7857747077941895,1.0013580322265625e-05,0.0002110004425048828,0.00035190582275390625,0.0023963451385498047,0.0008571147918701172,0.00020599365234375,73.33228421211243
naive,0.0005738735198974609,68.62972497940063,7.963020086288452,0.09625697135925293,4.426849126815796,1.0967254638671875e-05,0.00018286705017089844,1.71661376953125e-05,0.0011210441589355469,0.0007460117340087891,0.0001900196075439453,81.11869311332703
naive,0.00040912628173828125,70.2925009727478,8.004734992980957,0.10375189781188965,4.4861321449279785,1.0967254638671875e-05,0.00018286705017089844,3.218650817871094e-05,0.0011429786682128906,0.0007960796356201172,0.00018596649169921875,82.88988018035889
naive,0.0007901191711425781,76.23928594589233,7.916227102279663,0.10145688056945801,4.447012186050415,1.0967254638671875e-05,0.00017690658569335938,0.0003159046173095703,0.0014660358428955078,0.0007181167602539062,0.0001900196075439453,88.70765018463135
naive,0.0011188983917236328,63.50711512565613,8.24219012260437,0.10749268531799316,4.830504894256592,1.2874603271484375e-05,0.0003452301025390625,1.71661376953125e-05,0.0019049644470214844,0.0009849071502685547,0.0002181529998779297,76.69190502166748
naive,0.0003352165222167969,64.93354392051697,8.2987961769104,0.09213781356811523,4.387888193130493,1.1920928955078125e-05,0.00016999244689941406,0.0003380775451660156,0.0012750625610351562,0.0007550716400146484,0.00019812583923339844,77.7154495716095
naive,0.0005807876586914062,48.11172294616699,7.783849239349365,0.09574127197265625,4.751228094100952,1.0013580322265625e-05,0.0001819133758544922,1.6927719116210938e-05,0.0011222362518310547,0.0007390975952148438,0.000186920166015625,60.74537944793701
naive,0.0008530616760253906,64.77977800369263,8.214864253997803,0.11374282836914062,4.510776996612549,1.2159347534179688e-05,0.00017571449279785156,1.811981201171875e-05,0.0010690689086914062,0.0007240772247314453,0.0001900196075439453,77.62220430374146
naive,0.0008370876312255859,72.98903822898865,8.29056715965271,0.10047006607055664,4.595438003540039,1.5974044799804688e-05,0.000247955322265625,1.71661376953125e-05,0.0013020038604736328,0.0007863044738769531,0.00020575523376464844,85.97892570495605
naive,0.0015339851379394531,54.48829007148743,7.958907127380371,0.1102609634399414,4.827939987182617,2.193450927734375e-05,0.00032901763916015625,0.0003032684326171875,0.0024309158325195312,0.0009319782257080078,0.00024890899658203125,67.39119815826416
naive,0.0049211978912353516,59.67594504356384,8.167896747589111,0.1007380485534668,4.809445142745972,1.6927719116210938e-05,0.0002181529998779297,1.9073486328125e-05,0.0021910667419433594,0.0008738040924072266,0.0002288818359375,72.76249408721924
naive,0.003643035888671875,69.4072208404541,8.04497504234314,0.09702801704406738,4.531764030456543,1.4066696166992188e-05,0.00018310546875,0.0008199214935302734,0.0014128684997558594,0.0007731914520263672,0.00020194053649902344,82.08803606033325
naive,0.0009710788726806641,55.6756489276886,7.896673202514648,0.0976717472076416,4.463059902191162,1.3113021850585938e-05,0.0001800060272216797,1.71661376953125e-05,0.001046895980834961,0.0007269382476806641,0.00018787384033203125,68.13619685173035
naive,0.0004239082336425781,54.01354908943176,7.838970184326172,0.08545398712158203,4.400507926940918,1.621246337890625e-05,0.0001747608184814453,1.811981201171875e-05,0.0010781288146972656,0.0007307529449462891,0.00019311904907226562,66.34111618995667
naive,0.0002930164337158203,56.53687286376953,9.0953848361969,0.09135293960571289,5.62335991859436,9.775161743164062e-06,0.0005970001220703125,4.8160552978515625e-05,0.0017778873443603516,0.0011260509490966797,0.00031495094299316406,71.35113739967346
naive,0.0006556510925292969,54.26558327674866,8.276537895202637,0.1030130386352539,4.8455650806427,8.821487426757812e-06,0.00020313262939453125,1.811981201171875e-05,0.0014247894287109375,0.0008628368377685547,0.00020313262939453125,67.49407577514648
naive,0.0010406970977783203,51.49943828582764,7.822723150253296,0.09462094306945801,4.392937421798706,1.2636184692382812e-05,0.0001761913299560547,1.6927719116210938e-05,0.0010721683502197266,0.0007660388946533203,0.00018715858459472656,63.81299161911011
naive,0.00013399124145507812,49.95490288734436,7.90773868560791,0.09170222282409668,4.471673965454102,1.3113021850585938e-05,0.00018095970153808594,1.71661376953125e-05,0.0010797977447509766,0.0007288455963134766,0.0001850128173828125,62.428356647491455
naive,0.001093149185180664,50.20540499687195,7.837666034698486,0.08611083030700684,4.4918529987335205,1.5974044799804688e-05,0.0001900196075439453,1.6927719116210938e-05,0.0010988712310791016,0.0007581710815429688,0.000186920166015625,62.62439489364624
naive,0.0005450248718261719,48.549436807632446,7.775660991668701,0.09649896621704102,4.419406175613403,1.2159347534179688e-05,0.0001819133758544922,1.5974044799804688e-05,0.001033782958984375,0.0007188320159912109,0.0001919269561767578,60.84370255470276
naive,0.0004298686981201172,49.144888162612915,7.787619113922119,0.0968618392944336,4.517159938812256,2.7894973754882812e-05,0.0004589557647705078,1.71661376953125e-05,0.004246711730957031,0.0014338493347167969,0.0002980232238769531,61.553441524505615
naive,0.00030517578125,53.7492139339447,7.831489086151123,0.09989500045776367,4.57548713684082,7.867813110351562e-06,0.00018310546875,0.0002980232238769531,0.0016710758209228516,0.0007870197296142578,0.0001938343048095703,66.25953125953674
naive,0.0004420280456542969,45.98659110069275,7.774753093719482,0.09497880935668945,4.411758899688721,1.1920928955078125e-05,0.0001773834228515625,1.7881393432617188e-05,0.001049041748046875,0.0007250308990478516,0.00020194053649902344,58.27070713043213
naive,0.00027179718017578125,43.911967039108276,7.780592203140259,0.0928337574005127,4.401321172714233,1.1920928955078125e-05,0.00017714500427246094,1.811981201171875e-05,0.001049041748046875,0.0007250308990478516,0.000186920166015625,56.18915414810181
naive,0.0003178119659423828,42.36202812194824,7.795451879501343,0.08588814735412598,4.409764051437378,1.3828277587890625e-05,0.00017714500427246094,1.6927719116210938e-05,0.0010981559753417969,0.0007498264312744141,0.00018095970153808594,54.65568685531616
naive,0.0008251667022705078,63.23667883872986,7.956215143203735,0.09949183464050293,4.378265857696533,1.4066696166992188e-05,0.00018310546875,0.0008969306945800781,0.0016698837280273438,0.0007181167602539062,0.00018787384033203125,75.67514681816101
threshold,8.392333984375e-05,27.046494960784912,9.289086103439331,0.09694886207580566,0.026118993759155273,7.867813110351562e-06,0.00019407272338867188,1.7881393432617188e-05,0.001734018325805664,0.004247903823852539,0.0002219676971435547,36.46515655517578
threshold,0.0006718635559082031,44.6800103187561,7.94718599319458,0.09695577621459961,0.02616405487060547,1.1920928955078125e-05,0.00015115737915039062,1.71661376953125e-05,0.0018649101257324219,0.0032587051391601562,0.00029206275939941406,52.75658392906189
threshold,0.0002980232238769531,31.535578966140747,8.073970794677734,0.11235499382019043,0.026077985763549805,1.1205673217773438e-05,0.00017499923706054688,1.6927719116210938e-05,0.0010600090026855469,0.003242015838623047,0.0002129077911376953,39.75299882888794
threshold,0.0003571510314941406,30.481958866119385,8.299561023712158,0.11497330665588379,0.0267488956451416,1.6927719116210938e-05,0.00017404556274414062,0.00017309188842773438,0.0010030269622802734,0.00567317008972168,0.002232074737548828,38.9328715801239
threshold,0.0008289813995361328,31.275269031524658,7.9406609535217285,0.09326481819152832,0.02662825584411621,1.4066696166992188e-05,0.00013899803161621094,1.4781951904296875e-05,0.0008890628814697266,0.0031321048736572266,0.00018477439880371094,39.341025829315186
threshold,0.0004189014434814453,29.21324586868286,7.991519927978516,0.10140585899353027,0.02576589584350586,1.3113021850585938e-05,0.00013899803161621094,1.52587890625e-05,0.000888824462890625,0.0031380653381347656,0.00019097328186035156,37.33674168586731
threshold,0.0004489421844482422,33.724915981292725,7.954619884490967,0.09264516830444336,0.024708032608032227,7.867813110351562e-06,0.00014901161193847656,1.5020370483398438e-05,0.0008668899536132812,0.003094196319580078,0.0001919269561767578,41.80166292190552
threshold,0.0005080699920654297,32.25830602645874,9.601599931716919,0.12113118171691895,0.038365840911865234,1.811981201171875e-05,0.00016117095947265625,0.0002770423889160156,0.0018668174743652344,0.0034029483795166016,0.0004792213439941406,42.026116371154785
threshold,0.0003960132598876953,32.575079917907715,7.941454887390137,0.09500813484191895,0.02521204948425293,8.821487426757812e-06,0.00013518333435058594,1.5974044799804688e-05,0.0008711814880371094,0.003145933151245117,0.00018906593322753906,40.641517162323
threshold,0.00043201446533203125,44.08867406845093,7.929089069366455,0.22682690620422363,0.03549385070800781,2.3126602172851562e-05,0.00018095970153808594,1.9073486328125e-05,0.0011169910430908203,0.003300189971923828,0.0005369186401367188,52.28569316864014
threshold,0.00043582916259765625,29.79022216796875,9.420416116714478,0.12101507186889648,0.027769088745117188,2.6702880859375e-05,0.0001652240753173828,1.6927719116210938e-05,0.001132965087890625,0.003465890884399414,0.0003368854522705078,39.36500287055969
threshold,0.002006053924560547,28.564162015914917,7.876061916351318,0.09579801559448242,0.035344839096069336,2.193450927734375e-05,0.00014710426330566406,1.6927719116210938e-05,0.0008852481842041016,0.003117084503173828,0.00017786026000976562,36.577739000320435
threshold,0.0015878677368164062,25.581388235092163,8.188066959381104,0.1021888256072998,0.025783061981201172,1.0013580322265625e-05,0.0001342296600341797,1.4781951904296875e-05,0.0008749961853027344,0.003139972686767578,0.0001819133758544922,33.90337085723877
threshold,0.0006437301635742188,29.66962718963623,7.829808950424194,0.09367704391479492,0.02550029754638672,8.821487426757812e-06,0.00013303756713867188,1.71661376953125e-05,0.0008697509765625,0.003120899200439453,0.00018715858459472656,37.62359404563904
threshold,0.00072479248046875,25.113533973693848,8.040617942810059,0.10836100578308105,0.029552936553955078,1.1920928955078125e-05,0.0001380443572998047,1.6927719116210938e-05,0.0008668899536132812,0.003117084503173828,0.0002949237823486328,33.29723644256592
threshold,0.0016078948974609375,30.366502285003662,7.8226470947265625,0.09645199775695801,0.025426864624023438,9.059906005859375e-06,0.00013303756713867188,1.4781951904296875e-05,0.0008561611175537109,0.003247976303100586,0.0001850128173828125,38.31708216667175
threshold,0.00018310546875,28.5851309299469,8.121126890182495,0.11013913154602051,0.02526998519897461,8.106231689453125e-06,0.0001308917999267578,1.52587890625e-05,0.0008876323699951172,0.0031359195709228516,0.0001800060272216797,36.84620785713196
threshold,0.0002818107604980469,45.32694411277771,8.395668983459473,0.09947919845581055,0.027046918869018555,1.4781951904296875e-05,0.0001361370086669922,0.00022602081298828125,0.0013599395751953125,0.003204822540283203,0.00027489662170410156,53.85463762283325
fagins,0.0003368854522705078,26.55308699607849,7.746291160583496,0.09820985794067383,0.025503158569335938,4.0531158447265625e-06,0.000171661376953125,1.5020370483398438e-05,0.001711130142211914,0.0017058849334716797,0.00022602081298828125,34.42726182937622
fagins,0.0004279613494873047,24.30207896232605,7.703555107116699,0.09701895713806152,0.02450704574584961,3.0994415283203125e-06,0.00013494491577148438,1.5735626220703125e-05,0.0008749961853027344,0.001641988754272461,0.000186920166015625,32.13044571876526
fagins,0.013343095779418945,31.21289587020874,7.73823094367981,0.09193181991577148,0.07932114601135254,2.86102294921875e-06,0.00013899803161621094,1.71661376953125e-05,0.0009570121765136719,0.002312183380126953,0.00021004676818847656,39.13936114311218
fagins,0.0002269744873046875,83.43279695510864,7.704405069351196,0.08923697471618652,0.023849964141845703,3.0994415283203125e-06,0.00013899803161621094,1.7881393432617188e-05,0.0008680820465087891,0.0016341209411621094,0.0001919269561767578,91.2533700466156
fagins,0.00019478797912597656,50.382546186447144,7.862296104431152,0.09972977638244629,0.025516986846923828,3.0994415283203125e-06,0.00013971328735351562,1.52587890625e-05,0.0009047985076904297,0.0016248226165771484,0.00019288063049316406,58.3731644153595
fagins,0.00031685829162597656,40.361948013305664,7.662621021270752,0.09152889251708984,0.024024009704589844,3.0994415283203125e-06,0.0001327991485595703,1.52587890625e-05,0.0008649826049804688,0.0016171932220458984,0.00019288063049316406,48.14326500892639
fagins,0.0004220008850097656,27.437050104141235,7.666738986968994,0.10483503341674805,0.025610923767089844,3.0994415283203125e-06,0.00013184547424316406,1.621246337890625e-05,0.0008459091186523438,0.001664876937866211,0.0001881122589111328,35.23750710487366
fagins,0.0011091232299804688,32.603034019470215,8.070868968963623,0.10454988479614258,0.024704694747924805,3.0994415283203125e-06,0.00013303756713867188,1.5974044799804688e-05,0.0008928775787353516,0.0016362667083740234,0.0001957416534423828,40.807143688201904
fagins,0.0007557868957519531,37.60755681991577,7.75714111328125,0.0970449447631836,0.026293039321899414,2.86102294921875e-06,0.0001461505889892578,1.4781951904296875e-05,0.0008761882781982422,0.0016489028930664062,0.00020003318786621094,45.49168062210083
fagins,0.0002288818359375,27.191606044769287,8.05063009262085,0.09660601615905762,0.024968862533569336,3.0994415283203125e-06,0.0001399517059326172,1.5974044799804688e-05,0.0008819103240966797,0.0017261505126953125,0.00019097328186035156,35.366997957229614
fagins,0.0006310939788818359,33.133678674697876,8.130460262298584,0.09199380874633789,0.02410292625427246,3.0994415283203125e-06,0.0001327991485595703,1.621246337890625e-05,0.0008671283721923828,0.0016219615936279297,0.0002009868621826172,41.38370895385742
fagins,0.0005040168762207031,26.95070171356201,7.782173156738281,0.09800195693969727,0.024701833724975586,4.291534423828125e-06,0.00014090538024902344,1.3828277587890625e-05,0.0008411407470703125,0.0016260147094726562,0.00022125244140625,34.8589301109314
fagins,0.000492095947265625,25.348480939865112,8.823276042938232,0.13081073760986328,0.026791810989379883,3.0994415283203125e-06,0.00014472007751464844,1.52587890625e-05,0.0009799003601074219,0.0017008781433105469,0.00025582313537597656,34.33295130729675
